0.000000000000000000e+00,1.000515238474711577e+00
6.289474781961547356e-03,9.988451366494724981e-01
1.257894956392309471e-02,9.940798034940956374e-01
1.886842434588464207e-02,9.920237762189824116e-01
2.515789912784618942e-02,9.821588842147365161e-01
3.144737390980773678e-02,9.589283445342235979e-01
3.773684869176928414e-02,9.418042782176965222e-01
4.402632347373083149e-02,9.219686732109529936e-01
5.031579825569237885e-02,9.009448729760043406e-01
5.660527303765392620e-02,8.736468071078380415e-01
6.289474781961547356e-02,8.451625878264935610e-01
6.918422260157702786e-02,8.069838195985206131e-01
7.547369738353856827e-02,7.774408784556837704e-01
8.176317216550010869e-02,7.367549319947567232e-01
8.805264694746166299e-02,6.984483893805157884e-01
9.434212172942321728e-02,6.567958566496975292e-01
1.006315965113847577e-01,6.098759715552923844e-01
1.069210712933462981e-01,5.730592778962906308e-01
1.132105460753078524e-01,5.203349662008130982e-01
1.195000208572694067e-01,4.771987886385407607e-01
1.257894956392309471e-01,4.292162238741784042e-01
1.320789704211924875e-01,3.753057327969105961e-01
1.383684452031540557e-01,3.276037751680924148e-01
1.446579199851155961e-01,2.785654897233202365e-01
1.509473947670771365e-01,2.254113654000376166e-01
1.572368695490386770e-01,1.728789193724914186e-01
1.635263443310002174e-01,1.245003624788125207e-01
1.698158191129617856e-01,7.404857086556550227e-02
1.761052938949233260e-01,2.423423554468007168e-02
1.823947686768848664e-01,-2.429724252488598552e-02
1.886842434588464346e-01,-7.374900772300460594e-02
1.949737182408079750e-01,-1.252847000739622796e-01
2.012631930227695154e-01,-1.689862009410922350e-01
2.075526678047310558e-01,-2.233674560682619159e-01
2.138421425866925962e-01,-2.639952806183016865e-01
2.201316173686541644e-01,-3.063088671101879545e-01
2.264210921506157048e-01,-3.468851438595038084e-01
2.327105669325772452e-01,-3.852141412685867738e-01
2.390000417145388134e-01,-4.276909768301885850e-01
2.452895164965003538e-01,-4.690305736087902466e-01
2.515789912784618942e-01,-5.031346168477291991e-01
2.578684660604234624e-01,-5.263887133975062582e-01
2.641579408423849751e-01,-5.587024275817159547e-01
2.704474156243465433e-01,-5.881966275844523473e-01
2.767368904063081114e-01,-6.138084669110742686e-01
2.830263651882696241e-01,-6.393319992151216269e-01
2.893158399702311923e-01,-6.517718751066917671e-01
2.956053147521927049e-01,-6.701319489436584620e-01
3.018947895341542731e-01,-6.832819488650488937e-01
3.081842643161158413e-01,-6.991819785181463409e-01
3.144737390980773539e-01,-7.090023697289385973e-01
3.207632138800389221e-01,-7.144330394677913532e-01
3.270526886620004348e-01,-7.226124292349140887e-01
3.333421634439620029e-01,-7.269164886652977886e-01
3.396316382259235711e-01,-7.222111257742928059e-01
3.459211130078850838e-01,-7.166402057253222768e-01
3.522105877898466519e-01,-7.185967073101910962e-01
3.585000625718082201e-01,-7.100535138986561190e-01
3.647895373537697328e-01,-6.918979183252981224e-01
3.710790121357313009e-01,-6.865283576010101640e-01
3.773684869176928691e-01,-6.652747209776141979e-01
3.836579616996543818e-01,-6.469082816215115939e-01
3.899474364816159500e-01,-6.366615100416680439e-01
3.962369112635774626e-01,-6.128636564524351238e-01
4.025263860455390308e-01,-5.916337444574126803e-01
4.088158608275005990e-01,-5.627851214907106936e-01
4.151053356094621116e-01,-5.400765529901119244e-01
4.213948103914236798e-01,-5.106641011463518565e-01
4.276842851733851925e-01,-4.733204942219423339e-01
4.339737599553467606e-01,-4.464260853297219445e-01
4.402632347373083288e-01,-4.186013250792070539e-01
4.465527095192698415e-01,-3.828381440999605312e-01
4.528421843012314096e-01,-3.419882217902930899e-01
4.591316590831929778e-01,-3.094153844786738383e-01
4.654211338651544905e-01,-2.725833005241448115e-01
4.717106086471160586e-01,-2.365975621749350222e-01
4.780000834290776268e-01,-2.034583311198863986e-01
4.842895582110391395e-01,-1.681932830395066747e-01
4.905790329930007077e-01,-1.239290027105096892e-01
4.968685077749622203e-01,-9.342182667771020688e-02
5.031579825569237885e-01,-5.547794195851796228e-02
5.094474573388853011e-01,-1.789538733248528801e-02
5.157369321208469248e-01,2.378363909491495315e-02
5.220264069028084375e-01,5.697222609241070490e-02
5.283158816847699502e-01,9.476828811346277304e-02
5.346053564667315738e-01,1.263375413545649029e-01
5.408948312486930865e-01,1.620745845263942830e-01
5.471843060306545992e-01,1.896656679029510850e-01
5.534737808126162228e-01,2.273480848155360612e-01
5.597632555945777355e-01,2.518218669198699633e-01
5.660527303765392482e-01,2.849415754499603493e-01
5.723422051585007608e-01,3.166495907973411739e-01
5.786316799404623845e-01,3.392907580736956308e-01
5.849211547224238972e-01,3.692360307559728327e-01
5.912106295043854098e-01,3.896701054861361202e-01
5.975001042863470335e-01,4.075455000462492872e-01
6.037895790683085462e-01,4.326043659137398523e-01
6.100790538502700588e-01,4.531806165175107926e-01
6.163685286322316825e-01,4.638258827322018218e-01
6.226580034141931952e-01,4.851863741815876652e-01
6.289474781961547079e-01,4.954186073712987803e-01
6.352369529781163315e-01,5.069045445271996853e-01
6.415264277600778442e-01,5.206694474513227089e-01
6.478159025420393569e-01,5.279871436974798993e-01
6.541053773240008695e-01,5.342317223352807121e-01
6.603948521059624932e-01,5.388571365109897648e-01
6.666843268879240059e-01,5.358739581224358783e-01
6.729738016698855185e-01,5.361969634363008552e-01
6.792632764518471422e-01,5.315911988306197822e-01
6.855527512338086549e-01,5.289353222389023834e-01
6.918422260157701675e-01,5.274010044449660706e-01
6.981317007977317912e-01,5.160182702285562861e-01
7.044211755796933039e-01,5.097432549620765085e-01
7.107106503616548165e-01,4.995037799809170509e-01
7.170001251436164402e-01,4.861016257122152684e-01
7.232895999255779529e-01,4.706511197717153094e-01
7.295790747075394655e-01,4.549427317377339186e-01
7.358685494895010892e-01,4.440002675549439837e-01
7.421580242714626019e-01,4.259950497900030775e-01
7.484474990534241146e-01,4.057547699259315688e-01
7.547369738353857382e-01,3.847967322785200150e-01
7.610264486173472509e-01,3.615344268935619110e-01
7.673159233993087636e-01,3.433353066740987281e-01
7.736053981812702762e-01,3.135224564324690655e-01
7.798948729632318999e-01,2.896483091290152911e-01
7.861843477451934126e-01,2.663191290000785916e-01
7.924738225271549252e-01,2.381059655788556328e-01
7.987632973091165489e-01,2.137262602082440066e-01
8.050527720910780616e-01,1.921215891263318987e-01
8.113422468730395742e-01,1.639226730330601012e-01
8.176317216550011979e-01,1.409560452006050069e-01
8.239211964369627106e-01,1.123581286421806852e-01
8.302106712189242232e-01,8.630812946842024436e-02
8.365001460008858469e-01,5.741728362042525236e-02
8.427896207828473596e-01,2.553064192028526441e-02
8.490790955648088723e-01,-1.271697692827704080e-03
8.553685703467703849e-01,-2.575492020771930762e-02
8.616580451287320086e-01,-4.663019198701080781e-02
8.679475199106935213e-01,-7.280635076199462596e-02
8.742369946926550339e-01,-1.001527637223989520e-01
8.805264694746166576e-01,-1.216763777376037858e-01
8.868159442565781703e-01,-1.529988979198863563e-01
8.931054190385396829e-01,-1.702146576614550211e-01
8.993948938205013066e-01,-1.948106498832374300e-01
9.056843686024628193e-01,-2.141653492462961550e-01
9.119738433844243319e-01,-2.306922433913258796e-01
9.182633181663859556e-01,-2.485742975425987988e-01
9.245527929483474683e-01,-2.683096608682572493e-01
9.308422677303089809e-01,-2.882900038744928284e-01
9.371317425122706046e-01,-3.031761463588626970e-01
9.434212172942321173e-01,-3.158503943232782718e-01
9.497106920761936300e-01,-3.304960312965179448e-01
9.560001668581552536e-01,-3.445384597929042614e-01
9.622896416401167663e-01,-3.513181680392496453e-01
9.685791164220782790e-01,-3.565251754610481716e-01
9.748685912040397916e-01,-3.630838745303245352e-01
